Laptop,Status,Brand,Country_code,Model,CPU,RAM,Storage,Storage type,Screen,Touch,Price
"ASUS TUF Gaming F15 FX506LHB-HN324 Intel Core i5-10300H/16GB/512GB SSD/GTX 1650/15.6""",New,Asus,MA,TUF,Intel Core i5,16,512,SSD,15.6,No,999
"HP 250 G8 Intel Celeron N4020/8 GB/256 GB SSD/15.6""",New,HP,MC,250,Intel Celeron,8,256,SSD,15.6,No,383.26
"HP ChromeBook x360 14a-ca0029ns Intel Celeron N4120/4GB/64GB eMMC/14"" T谩ctil",New,HP,MD,Chromebook,Intel Celeron,4,64,eMMC,14,Yes,399
"ASUS ROG Strix G16 G614JI-N4089W Intel Core i9-13980HX/32GB/1TB SSD/RTX 4070/16""",New,Asus,ME,ROG,Intel Core i9,32,1000,SSD,16,No,2699
"MSI Raider GE78HX 13VG-041XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17""",New,MSI,MG,Raider,Intel Core i7,32,1000,SSD,17,No,2799
"MSI Modern 14 C12M-076ES Intel Core i7-1255U/16GB/512GB SSD/14""",Refurbished,MSI,MH,Modern,Intel Core i7,16,512,SSD,14,No,1099
"Acer Aspire 3 A315-34 Intel Celeron N4020/8 GB/256GB SSD/15.6""",New,Acer,MK,Aspire,Intel Celeron,8,256,SSD,15.6,No,306.99
"PcCom Revolt 3060 Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6""",New,PcCom,ML,Revolt,Intel Core i7,32,1000,SSD,15.6,No,1649
"Microsoft Surface Laptop Go 2 Intel Core i5-1135G7/8GB/256GB SSD/12.4"" T谩ctil",New,Microsoft,MM,Surface Laptop,Intel Core i5,8,256,SSD,12.4,Yes,869
ASUS TUF Gaming F17 FX707VV4-HX025 Intel Core i9-13900H/32GB/1TB SSD/RTX 4060/17.3'',New,Asus,MN,TUF,Intel Core i9,32,1000,SSD,17.3,No,2099
"ASUS Vivobook 15X OLED M1503QA-R75BOHDSB1 AMD Ryzen 7 5800H/HS/16GB/1TB SSD/15.6"" (PT)",New,Asus,MO,VivoBook,AMD Ryzen 7,16,1000,SSD,15.6,No,1149.04
"ASUS ROG Strix G16 G614JI-N4006 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4070/16""",New,Asus,MP,ROG,Intel Core i9,32,1000,SSD,16,No,2599
ASUS TUF Gaming F17 FX707VU4-HX028 Intel Core i9-13900H/32GB/1TB SSD/RTX 4050/17.3'',New,Asus,MQ,TUF,Intel Core i9,32,1000,SSD,17.3,No,1889
ASUS TUF Gaming F17 FX707ZU4-HX005 Intel Core i7-12700H/16GB/1TB SSD/RTX 4050/17.3'',New,Asus,MR,TUF,Intel Core i7,16,1000,SSD,17.3,No,1619
"MSI Creator Z17 HX Studio A13VGT-046ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17"" T谩ctil",New,MSI,MS,Creator,Intel Core i7,32,1000,SSD,17,Yes,3129
"Razer Blade 17 QHD 240Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3070Ti/17.3""",New,Razer,MT,Blade,Intel Core i7,16,1000,SSD,17.3,No,3499.99
"Acer Extensa 15 EX215-54-31DH Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Acer,MU,Extensa,Intel Core i3,8,256,SSD,15.6,No,394
"MSI Summit E16 Flip A13VFT-082ES Intel Core i7-1360P/32GB/1TB SSD/RTX 4060/16"" T谩ctil",New,MSI,MV,Summit,Intel Core i7,32,1000,SSD,16,Yes,2499
"ASUS VivoBook F1605PA-MB091W Intel Core i5-11300H/8GB/512GB SSD/16""",New,Asus,MW,VivoBook,Intel Core i5,8,512,SSD,16,No,549.99
"Medion Erazer Deputy P10 MD62132 Intel Core i5-10300H/8GB/512GB SSD/GTX 1660Ti/15.6""",New,Medion,MX,Deputy,Intel Core i5,8,512,SSD,15.6,No,999
"HP OMEN 16-B1006NS Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1""",New,HP,MY,Omen,Intel Core i7,16,1000,SSD,16.1,No,1699.01
"ASUS Chromebook CX1400CNA-EK0225 Intel Celeron N3350/8GB/32GB eMMC/14""",New,Asus,MZ,Chromebook,Intel Celeron,8,32,eMMC,14,No,349
"Alurin Flex Advance Intel Core i5-1155G7/8GB/500GB SSD/15.6""",New,Alurin,NA,Flex Advance,Intel Core i5,8,500,SSD,15.6,No,500
"Microsoft Surface Laptop 5 Alc谩ntara Intel Evo Core i5-1235U/8GB/256GB SSD/13.5"" T谩ctil",New,Microsoft,NC,Surface Laptop,Intel Evo Core i5,8,256,SSD,13.5,Yes,1179
"LG Gram 16Z90Q Intel Evo Core i7-1260P/32GB/1TB SSD/16""",New,LG,NE,Gram,Intel Evo Core i7,32,1000,SSD,16,No,1819.01
"MSI Prestige 13 Evo A13M-032ES Intel Evo Core i7-1360P/16GB/1TB SSD/13.3""",New,MSI,NF,Prestige,Intel Evo Core i7,16,1000,SSD,13.3,No,1499.01
"MSI Prestige 16 Studio A13VF-041ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",New,MSI,NG,Prestige,Intel Core i7,32,1000,SSD,16,No,2239.01
"ASUS ROG Strix Scar 16 2023 G634JY-NM014W Intel Core i9-13980HX/32GB/2TB SSD/RTX 4090/16""",New,Asus,NI,14w,Intel Core i9,32,2000,SSD,16,No,4949.01
"Acer Predator Triton 300 SE PT316-51s-74LT Intel Core i7-12700H/16GB/512GB SSD/RTX 3050Ti/16""",New,Acer,NL,Predator,Intel Core i7,16,512,SSD,16,No,1589.01
"HP OMEN 16-b1025ns Intel Core i7-12700H/32GB/1TB SSD/RTX 3070/16.1""",New,HP,NO,Omen,Intel Core i7,32,1000,SSD,16.1,No,1999
"ASUS ExpertBook B1 B1402CBA-EB0821X Intel Core i7-1255U/16GB/512GB SSD/14""",New,Asus,NP,ExpertBook,Intel Core i7,16,512,SSD,14,No,1189
"MSI Titan GT77 HX 13VH-008ES Intel Core i9-13980HX/64GB/2TB SSD/RTX 4080/17.3"" + Bundle Gaming",New,MSI,NR,Titan,Intel Core i9,64,2000,SSD,17.3,No,4899
"HP 250 G9 Intel Core i5-1235U/8 GB/512GB SSD/15.6""",New,HP,NU,250,Intel Core i5,8,512,SSD,15.6,No,559.01
"HP 250 G9 Intel Core i3-1215U/8 GB/256GB SSD/15.6""",New,HP,NZ,250,Intel Core i3,8,256,SSD,15.6,No,417.99
"LG Gram 17Z90Q Intel Core i7-1260P/16GB/512GB SSD/RTX 2050/17""",New,LG,OM,Gram,Intel Core i7,16,512,SSD,17,No,1409.01
"ASUS ROG Zephyrus M16 2023 GU604VY-NM001W Intel Core i9-13900H/32GB/2TB SSD/RTX 4090/16""",New,Asus,PA,ROG,Intel Core i9,32,2000,SSD,16,No,4299
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16 GB/512 GB SSD/RTX3050/15.6""",New,Lenovo,PE,IdeaPad,AMD Ryzen 5,16,512,SSD,15.6,No,879
"Apple MacBook Pro Apple M1 Max/32GB/1TB SSD/16.2"" Plata",New,Apple,PF,MacBook Pro,Apple M1,32,1000,SSD,16.2,No,3849
"Acer Predator Triton 300 SE PT314-52s-76F0 Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/14""",New,Acer,PG,Predator,Intel Core i7,16,512,SSD,14,No,1739
"ASUS VivoBook 15 F1500EA-EJ3108W Intel Core i5-1135G7/16GB/1TB SSD/15.6""",New,Asus,PH,VivoBook,Intel Core i5,16,1000,SSD,15.6,No,665
"ASUS TUF Gaming F15 FX507ZU4-LP004 Intel Core i7-12700H/32GB/1TB SSD/RTX 4050/15.6""",New,Asus,PK,TUF,Intel Core i7,32,1000,SSD,15.6,No,1699.01
"Acer Nitro 5 AN517-55-75RS Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/17.3""",New,Acer,PL,Nitro,Intel Core i7,16,512,SSD,17.3,No,1629
"Primux IoxBook 15I3A Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Primux,PM,Ioxbook,Intel Core i3,8,256,SSD,15.6,No,283.42
Lenovo Legion 5 15ACH6H-289 AMD Ryzen 5 5600H/8GB/512GB SSD/RTX3060/15.6'' (PT),New,Lenovo,PN,Legion,AMD Ryzen 5,8,512,SSD,15.6,No,1252.5
"ASUS ROG Strix SCAR 15 G533ZS-HF043 Intel Core i9-12900H/32GB/1TB SSD/RTX 3080/15.6""",New,Asus,PR,ROG,Intel Core i9,32,1000,SSD,15.6,No,3499
"Lenovo IdeaPad Flex 5 14ITL05 Intel Core i5-1135G7/16GB/512GB SSD/14"" T谩ctil",New,Lenovo,PS,IdeaPad,Intel Core i5,16,512,SSD,14,Yes,829.01
"Samsung Galaxy Book3 Intel Core i7-1355U/16GB/512GB SSD/15.6""",New,Samsung,PT,Galaxy Book,Intel Core i7,16,512,SSD,15.6,No,1169.01
"ASUS VivoBook F1605PA-MB090W Intel Core i7-11370H/16GB/512GB SSD/16""",New,Asus,PW,VivoBook,Intel Core i7,16,512,SSD,16,No,769
"Lenovo V15 Gen 2 ALC AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,Lenovo,PY,V15,AMD Ryzen 3,8,512,SSD,15.6,No,399
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16GB/1TB SSD/RTX3060/15.6""",New,Lenovo,QA,IdeaPad,AMD Ryzen 7,16,1000,SSD,15.6,No,1269
"Acer Nitro 5 AN515-58-591S Intel Core i5-12500H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Acer,RE,Nitro,Intel Core i5,16,1000,SSD,15.6,No,881.13
"LG Gram 15ZD90R-G.AX75B Intel Evo Core i7-1360P/16GB/512GB SSD/15""",New,LG,RO,Gram,Intel Evo Core i7,16,512,SSD,15,No,1549
"HP Victus 16-e1015ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/16.1""",New,HP,RS,Victus,AMD Ryzen 7,16,512,SSD,16.1,No,1629
"Samsung Galaxy Book3 Intel Core i5-1335U/8GB/512GB SSD/15.6""",New,Samsung,RU,Galaxy Book,Intel Core i5,8,512,SSD,15.6,No,924.98
"LG Gram 17Z90P Intel Evo Core i7-1165G7/32GB/512GB SSD/17""",New,LG,RW,Gram,Intel Evo Core i7,32,512,SSD,17,No,2360.08
"HP Pavilion 14-dv2012ns Intel Core i7-1255U/16GB/1TB SSD/14""",New,HP,SA,Pavilion,Intel Core i7,16,1000,SSD,14,No,1409.01
"Dell Vostro 5625 AMD Ryzen 5 5625U/8GB/256GB SSD/16""",New,Dell,SB,Vostro,AMD Ryzen 5,8,256,SSD,16,No,829
"HP Pavilion Plus 14-eh0006ns Intel Core i7-12700H/16GB/1TB SSD/14""",New,HP,SC,Pavilion,Intel Core i7,16,1000,SSD,14,No,1629
"MSI Stealth 17 Studio A13VH-031ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4080/17.3""",New,MSI,SD,Stealth,Intel Core i7,32,1000,SSD,17.3,No,3599
"ASUS ROG Strix SCAR 17 2023 G733PZ-LL002 AMD Ryzen 9 7945HX/32GB/1TB SSD/RTX 4080/17.3""",New,Asus,SE,ROG,AMD Ryzen 9,32,1000,SSD,17.3,No,2999.01
"ASUS Vivobook 14 F1400EA-EK1543W Intel Core i3-1115G4/8GB/256GB SSD/14""",New,Asus,SG,VivoBook,Intel Core i3,8,256,SSD,14,No,549
"ASUS VivoBook Pro 16X OLED N7600ZE-L2109 Intel Core i7-12700H/32GB/512GB SSD/RTX 3050 Ti/16""",New,Asus,SH,VivoBook,Intel Core i7,32,512,SSD,16,No,2089
"Apple Macbook Air Apple M2/8GB/512GB SSD/GPU Deca Core/13.6"" Midnight",New,Apple,SI,MacBook Air,Apple M2,8,512,SSD,13.6,No,1869
"Dell Vostro 3510 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Dell,SJ,Vostro,Intel Core i5,8,512,SSD,15.6,No,738.55
"MSI Katana GF66 12UE-1203XES Intel Core i5-12450H/16GB/512GB SSD/RTX3060/15.6""",New,MSI,SK,Katana,Intel Core i5,16,512,SSD,15.6,No,1349
"Acer Predator Helios 300 PH315-55-79BN Intel Core i7-12700H/32GB/1TB SSD/RTX3070/15.6""",New,Acer,SL,Predator,Intel Core i7,32,1000,SSD,15.6,No,2389
"ASUS Vivobook 17 F712EA-AU678W Intel Core i5-1135G7/16GB/512GB SSD/17.3""",New,Asus,SM,VivoBook,Intel Core i5,16,512,SSD,17.3,No,889
"MSI Stealth 17 Studio A13VI-030ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4090/17.3""",New,MSI,SN,Stealth,Intel Core i7,32,1000,SSD,17.3,No,3818.77
"Apple Macbook Air 2023 Apple M2/8GB/512GB SSD/GPU Deca Core/15.3"" Gris Espacial",New,Apple,SO,MacBook Air,Apple M2,8,512,SSD,15.3,No,1829
"Gigabyte AORUS 5 SE4-73ES214SD Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/15.6""",New,Gigabyte,SR,Aorus,Intel Core i7,16,1000,SSD,15.6,No,1949.01
"Primux ioxbook 15R5C AMD Ryzen 5 3450U/8GB/512GB SSD/15.6""",New,Primux,ST,Ioxbook,AMD Ryzen 5,8,512,SSD,15.6,No,338.81
"ASUS VivoBook 13 Slate OLED T3300KA-LQ069W Intel Pentium Silver N6000/8GB/128GB SSD/13.3"" T谩ctil",New,Asus,SV,VivoBook,Intel Pentium,8,128,SSD,13.3,Yes,776.14
"Lenovo IdeaPad Flex 5 14ITL05 Intel Core i7-1165G7/16GB/512GB SSD/14"" T谩ctil",New,Lenovo,SY,IdeaPad,Intel Core i7,16,512,SSD,14,Yes,979
"Apple Macbook Air Apple M2/16GB/512GB SSD/GPU Deca Core/13.6"" Midnight",New,Apple,SZ,MacBook Air,Apple M2,16,512,SSD,13.6,No,1969.01
"Acer Nitro 5 AN517-55-78S2 Intel Core i7-12700H/16GB/512GB SSD/RTX 3050Ti/17.3""",New,Acer,TC,Nitro,Intel Core i7,16,512,SSD,17.3,No,1539
"ASUS Chromebook CX1400CNA-EK0238 Intel Celeron N3350/4GB/32GB eMMC/14""",New,Asus,TD,Chromebook,Intel Celeron,4,32,eMMC,14,No,299
"Alurin Flex Advance AMD Ryzen 5 5500U/8GB/500GB SSD/15.6""",New,Alurin,TF,Flex Advance,AMD Ryzen 5,8,500,SSD,15.6,No,459
"Lenovo V15 IGL Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Lenovo,TG,V15,Intel Celeron,8,256,SSD,15.6,No,322.49
"MSI Summit E13 Flip Evo A13MT-087ES Intel Evo Core i7-1360P/32GB/1TB SSD/13.4"" T谩ctil",New,MSI,TH,Summit,Intel Evo Core i7,32,1000,SSD,13.4,Yes,1899
"Acer Extensa 15 EX215-54 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Acer,TJ,Extensa,Intel Core i3,8,256,SSD,15.6,No,413.99
"Acer Predator Triton 500 SE PT516-51s-79HF Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16""",New,Acer,TK,Predator,Intel Core i7,16,1000,SSD,16,No,1929.01
"Lenovo IdeaPad 3 15ALC6-913 AMD Ryzen 7 5700U/8GB/512GB SSD/15.6"" (PT)",New,Lenovo,TL,IdeaPad,AMD Ryzen 7,8,512,SSD,15.6,No,730.97
"MSI Creator M16 B13UDX-686ES Intel Core i7-13700H/16GB/1TB SSD/RTX 3050/16""",New,MSI,TM,Creator,Intel Core i7,16,1000,SSD,16,No,1699.01
"MSI Creator M16 B13VE-683ES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",New,MSI,TN,Creator,Intel Core i7,16,1000,SSD,16,No,1899.01
"MSI Raider GE68 HX 13VG-043ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/16""",New,MSI,TO,Raider,Intel Core i7,32,1000,SSD,16,No,2578.38
"Medion Erazer Crawler E40 Intel Core i5-13420H/16GB/1TB SSD/RTX 4050/15.6""",New,Medion,TR,Erazer,Intel Core i5,16,1000,SSD,15.6,No,1119.01
"Medion Erazer Defender P40 Intel Core i7-13700HX/16GB/1TB SSD/RTX 4060/17.3""",New,Medion,TT,Erazer,Intel Core i7,16,1000,SSD,17.3,No,1629
"HP OMEN 16-k0023ns Intel Core i9-12900H/32GB/1TB SSD/RTX 3070 Ti/16.1""",New,HP,TV,Omen,Intel Core i9,32,1000,SSD,16.1,No,2399.01
"MSI Summit E13 Flip Evo A13MT-229ES Intel Evo Core i7-1360P/16GB/512GB SSD/13.4"" T谩ctil",New,MSI,TW,Summit,Intel Evo Core i7,16,512,SSD,13.4,Yes,1709
"HP OMEN 17-ck1002ns Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/17.3""",New,HP,TZ,Omen,Intel Core i7,32,1000,SSD,17.3,No,1799
"Lenovo IdeaPad 3 15ITL6 Intel Core i5-1135G7/16 GB/512 GB SSD/15.6""",New,Lenovo,UA,IdeaPad,Intel Core i5,16,512,SSD,15.6,No,729
"MSI Raider GE68HX 13VF-044ES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4060/16""",New,MSI,UG,Raider,Intel Core i9,32,1000,SSD,16,No,2899
"MSI Stealth 16 Studio A13VF-039XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",New,MSI,UM,Stealth,Intel Core i7,32,1000,SSD,16,No,2059.76
"MSI Stealth 16 Studio A13VF-037ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",New,MSI,US,Stealth,Intel Core i7,32,1000,SSD,16,No,2459.01
"ASUS TUF Dash F15 FX517ZR-HN081 Intel Core i7-12650H/32GB/1TB SSD/RTX 3070/15.6""",New,Asus,UY,TUF,Intel Core i7,32,1000,SSD,15.6,No,1889
"MSI Stealth 16 Studio A13VF-041XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/16""",New,MSI,UZ,Stealth,Intel Core i7,16,1000,SSD,16,No,2249
"HP Victus 15-fa0023np Intel Core i5-12450H/16GB/512GB SSD/RTX 3050/15.6"" (PT)",New,HP,VA,Victus,Intel Core i5,16,512,SSD,15.6,No,1049.99
"ASUS ROG Strix Scar 16 2023 G634JZ-N4004 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4080/16""",New,Asus,VC,ROG,Intel Core i9,32,1000,SSD,16,No,3099
"Prixton Flex Pro Intel Celeron N4020/4GB/64GB/11.6"" T谩ctil",New,Prixton,VE,Flex,Intel Celeron,4,64,,11.6,Yes,329.95
"MSI Titan GT77 HX 13VI-006ES Intel Core i9-13980HX/128GB/2TB SSD/RTX 4090/17.3"" + Bundle Gaming",New,MSI,VG,Titan,Intel Core i9,128,2000,SSD,17.3,No,5999
"Alurin Go Intel Pentium N4200/8GB/128GB SSD/14.1""",New,Alurin,VI,Go,Intel Pentium,8,128,SSD,14.1,No,385
"LG Gram 17Z95P Intel Evo Core i7-1195G7/16GB/512GB SSD/17""",New,LG,VN,Gram,Intel Evo Core i7,16,512,SSD,17,No,1799
ASUS ROG Flow X16 2023 GV601VI-NL017W Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16'' T谩ctil,New,Asus,VU,ROG,Intel Core i9,32,1000,SSD,16,Yes,2999
"Samsung Galaxy Book3 Pro 360 Intel Evo Core i7-1360P/16GB/512GB SSD/16"" T谩ctil",New,Samsung,WF,Galaxy Book,Intel Evo Core i7,16,512,SSD,16,Yes,2089
"Alurin Flex Advance Intel Core i7-1255U/16GB/500GB SSD/15.6""",New,Alurin,WS,Flex Advance,Intel Core i7,16,500,SSD,15.6,No,739
"HP Envy 16-h0005ns Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16""",New,HP,XK,Envy,Intel Core i7,16,1000,SSD,16,No,1999
"MSI Stealth 16 Studio A13VG-034ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/16""",New,MSI,YE,Stealth,Intel Core i7,32,1000,SSD,16,No,2749
"Acer Swift X SFX14-41G-R477 AMD Ryzen 7 5700U/16GB/1TB SSD/RTX3050Ti/14""",New,Acer,YT,Swift,AMD Ryzen 7,16,1000,SSD,14,No,1473.01
"MSI Creator Z16 HX Studio B13VFTO-045ES Intel Core i9-13950HX/32 GB/1TB SSD/RTX 4060/16"" T谩ctil",New,MSI,ZA,Creator,Intel Core i9,32,1000,SSD,16,Yes,2899
"Samsung Galaxy Book3 360 Intel Evo Core i5/16GB/512GB SSD/13.3"" T谩ctil",New,Samsung,ZM,Galaxy Book,Intel Evo Core i5,16,512,SSD,13.3,Yes,1489
"ASUS VivoBook 15 F1502ZA-EJ1033W Intel Core i5-1235U/16GB/512GB SSD/15.6""",New,Asus,ZW,VivoBook,Intel Core i5,16,512,SSD,15.6,No,615.97
"Gigabyte AERO 14 OLED BMF-72ESBB4SH Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/14""",New,Gigabyte,AD,Aero,Intel Core i7,16,1000,SSD,14,No,1969.01
"MSI Creator Z16 HX Studio B13VGTO-033ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/16"" T谩ctil",New,MSI,AE,Creator,Intel Core i7,32,1000,SSD,16,Yes,2949
"MSI Stealth 14 Studio A13VF-050ES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/14""",New,MSI,AF,Stealth,Intel Core i7,16,1000,SSD,14,No,2349.01
"Apple MacBook Pro Intel Core i5/8GB/256GB/13"" Plateado",Refurbished,Apple,AG,MacBook Pro,Intel Core i5,8,256,,13,No,634.25
"ASUS ZenBook Pro Duo 15 OLED UX582ZM-H2030W Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6"" T谩ctil",New,Asus,AI,ZenBook,Intel Core i7,32,1000,SSD,15.6,Yes,2799
"ASUS ROG Zephyrus Duo 16 2023 GX650PY-NM003W AMD Ryzen 9 7945HX/64GB/2TB+2TB SSD/RTX 4090/16""",New,Asus,AL,ROG,AMD Ryzen 9,64,2000,SSD,16,No,5159
"Gigabyte AERO 17 XE5-73ES738HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/17.3""",New,Gigabyte,AM,Aero,Intel Core i7,16,2000,SSD,17.3,No,2999
"Microsoft Surface GO 3 Intel Pentium Gold 6500Y/8GB/128GB SSD/10.5"" T谩ctil",New,Microsoft,AN,Surface Go,Intel Pentium,8,128,SSD,10.5,Yes,599.01
"HP Victus 15-fa1002ns Intel Core i7-13700H/16GB/512GB SSD/RTX 4050/15.6""",New,HP,AO,Victus,Intel Core i7,16,512,SSD,15.6,No,1299.01
"MSI Prestige 16 A12UD-221XES Intel Core i7-1280P/16GB/1TB SSD/RTX 3050Ti/16""",New,MSI,AQ,Prestige,Intel Core i7,16,1000,SSD,16,No,1889
"Apple MacBook Pro Apple M2 Max/32GB/1TB SSD/16.2"" Plata",New,Apple,AR,MacBook Pro,Apple M2,32,1000,SSD,16.2,No,3799
"Apple MacBook Pro Apple M2 Max/32GB/1TB SSD/14.2"" Gris Espacial",New,Apple,AS,MacBook Pro,Apple M2,32,1000,SSD,14.2,No,3379.01
"Apple MacBook Air Apple M1/8GB/512GB SSD/GPU Hepta Core/13.3"" Gris Espacial",New,Apple,AT,MacBook Air,Apple M1,8,512,SSD,13.3,No,1349
"HP EliteBook 840 G3 Intel Core i5-6200U/16GB/256GB SSD/14""",Refurbished,HP,AU,EliteBook,Intel Core i5,16,256,SSD,14,No,291.69
"Gigabyte AERO 16 OLED BSF-73ES994SO Intel Core i7-13700H/16GB/1TB SSD/RTX 4070/16""",New,Gigabyte,AW,Aero,Intel Core i7,16,1000,SSD,16,No,2309.01
"Primux ioxbook 1406F Intel Celeron N4000/4 GB/128GB SSD/14""",New,Primux,AZ,Ioxbook,Intel Celeron,4,128,SSD,14,No,208.99
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/16 GB/512GB SSD/15.6""",New,Lenovo,BA,IdeaPad,AMD Ryzen 5,16,512,SSD,15.6,No,689.01
"Apple Macbook Pro Apple M2/8GB/512GB SSD/GPU Deca Core/13.3"" Gris Espacial",New,Apple,BB,MacBook Pro,Apple M2,8,512,SSD,13.3,No,1849
"ASUS VivoBook 16X M1603QA-MB155 AMD Ryzen 5 5600H/8GB/512GB SSD/16""",New,Asus,BD,VivoBook,AMD Ryzen 5,8,512,SSD,16,No,437.87
"Lenovo V15 G2 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Lenovo,BE,V15,Intel Core i3,8,256,SSD,15.6,No,443.01
"Apple MacBook Pro Apple M2 Pro 12 N煤cleos/16GB/1TB SSD/14.2"" Gris Espacial",New,Apple,BF,MacBook Pro,Apple M2 Pro,16,1000,SSD,14.2,No,2729.01
"Acer Aspire 3 A315-43-R4VC AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",New,Acer,BG,Aspire,AMD Ryzen 5,8,512,SSD,15.6,No,819
"MSI Creator Z16 HX Studio B13VFTO-046ES Intel Core i7-13700HX/16GB/1TB SSD/RTX 4060/16"" T谩ctil",New,MSI,BH,Creator,Intel Core i7,16,1000,SSD,16,Yes,2649
"MSI Stealth 14 Studio A13VE-052XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/14""",New,MSI,BI,Stealth,Intel Core i7,16,1000,SSD,14,No,1989.01
"MSI Summit E14 FlipEvo A12MT-056ES Intel Core i7-1280P/16GB/1TB SSD/14"" T谩ctil",New,MSI,BJ,Summit,Intel Core i7,16,1000,SSD,14,Yes,1749.82
"Microsoft Surface Laptop 5 Negro Intel Evo Core i5-1235U/8GB/512GB SSD/13.5"" T谩ctil",New,Microsoft,BM,Surface Laptop,Intel Evo Core i5,8,512,SSD,13.5,Yes,1419
"PcCom Revolt 3060 Intel Core i7-12700H/32GB/500GB SSD/RTX 3060/15.6""/Windows 11 Home",New,PcCom,BN,Revolt,Intel Core i7,32,500,SSD,15.6,No,1699
"Lenovo V15 G3 ABA AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",New,Lenovo,BO,V15,AMD Ryzen 7,16,512,SSD,15.6,No,619.99
"MSI Summit E14 Flip Evo A13MT-227ES Intel Evo Core i7-1360P/16GB/1TB SSD/14"" T谩ctil",New,MSI,BR,Summit,Intel Evo Core i7,16,1000,SSD,14,Yes,1689
"HP 255 G9 AMD Ryzen 3 5425U/8GB/256GB SSD/15.6""",New,HP,BS,255,AMD Ryzen 3,8,256,SSD,15.6,No,386.05
"Prixton Netbook Pro Intel Celeron N4020/4GB/64GB eMMC/14.1""",New,Prixton,BT,Netbook Pro,Intel Celeron,4,64,eMMC,14.1,No,299.94
"HP 15S-EQ2132NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,HP,BV,15S,AMD Ryzen 3,8,512,SSD,15.6,No,416
"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/8GB/256GB SSD/15.6"" Negro",New,Lenovo,BW,V15,AMD Ryzen 5,8,256,SSD,15.6,No,529
"Microsoft Surface Laptop Go 2 Intel Core i5-1135G7/8GB/128GB SSD/12.4"" T谩ctil",New,Microsoft,BY,Surface Laptop,Intel Core i5,8,128,SSD,12.4,Yes,769
"ASUS ROG Zephyrus G14 2023 GA402XV-N2041 AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4060/14""",New,Asus,BZ,ROG,AMD Ryzen 9,32,1000,SSD,14,No,2299
"ASUS ROG Flow X13 2023 GV302XV-MU006W AMD Ryzen 9 7940HS/16GB/1TB SSD/RTX 4060/13.4"" T谩ctil",New,Asus,CA,ROG,AMD Ryzen 9,16,1000,SSD,13.4,Yes,1999
"MSI Raider GE78HX 13VH-066XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4080/17""",New,MSI,CC,Raider,Intel Core i7,32,1000,SSD,17,No,3699
