Laptop,Status,Brand,Country_code,Model,CPU,RAM,Storage,Storage type,Screen,Touch,Price
"HP ZBook Firefly G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",New,HP,AE,Zbook,Intel Core i7,16,512,SSD,14,No,2484.11
"HP ZBook Fury 16 G9 Intel Core i7-12800HX/16GB/512GB SSD/RTX A2000/16""",Refurbished,HP,AF,Zbook,Intel Core i7,16,512,SSD,16,No,3697.02
"HP ZBook Fury 16 G9 Intel Core i7-12800HX/32GB/1TB SSD/RTX A3000/16""",New,HP,AG,Zbook,Intel Core i7,32,1000,SSD,16,No,4842.43
"HP ZBook Power G9 Intel Core i7-12800H/16GB/512GB SSD/NVIDIA T600/15.6""",New,HP,AI,Zbook,Intel Core i7,16,512,SSD,15.6,No,2008.81
"HP ZBook Studio G8 Intel Core i7-11850H/16GB/512GB SSD/RTX A3000/15.6""",New,HP,AL,Zbook,Intel Core i7,16,512,SSD,15.6,No,5368.77
"HP ZBook Studio G9 Intel Core i7-12700H/32GB/512GB SSD/RTX 3060/16""",New,HP,AM,Zbook,Intel Core i7,32,512,SSD,16,No,3637.71
"HP ZBook Studio G9 Intel Core i7-12800H/32GB/1TB SSD/RTX A2000/16""",New,HP,AN,Zbook,Intel Core i7,32,1000,SSD,16,No,3777.49
"InnJoo Voom Excellence Intel Celeron N4020/8GB/256GB SSD/15.6""",New,Innjoo,AO,Voom,Intel Celeron,8,256,SSD,15.6,No,311.37
"InnJoo Voom Excellence Pro Intel Celeron N4020/8GB/512GB SSD/15.6""",New,Innjoo,AQ,Voom,Intel Celeron,8,512,SSD,15.6,No,392.55
"Innjoo Voom Intel Celeron N3350/4GB/64GB eMMC/14.1""",New,Innjoo,AR,Voom,Intel Celeron,4,64,eMMC,14.1,No,251.4
"Innjoo Voom Laptop Max Intel Celeron N3350/6GB/64GB eMMC/14.1""",New,Innjoo,AS,Voom,Intel Celeron,6,64,eMMC,14.1,No,383.61
"Innjoo Voom Laptop Pro Intel Celeron N3350/6GB/128GB SSD/14.1""",New,Innjoo,AT,Voom,Intel Celeron,6,128,SSD,14.1,No,317.02
"Innjoo Voom Pro Intel Celeron N3350/6GB/128GB eMMC/14.1""",New,Innjoo,AU,Voom,Intel Celeron,6,128,eMMC,14.1,No,431.38
"Jetwing N1510P3 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Jetwing,AW,N1510,Intel Core i3,8,256,SSD,15.6,No,469.27
"LG Gram 16Z90Q-G.AP75B Intel Core i7-1260P/16GB/512GB SSD/16""",New,LG,AZ,Gram,Intel Core i7,16,512,SSD,16,No,1720.54
"LG Gram 17Z90Q Intel Core i7-1260P/16GB/512GB SSD/17""",New,LG,BA,Gram,Intel Core i7,16,512,SSD,17,No,1646.46
"Lenovo 100e Chromebook Gen 3 AMD 3015Ce/4GB/32GB eMMC/11.6""",New,Lenovo,BB,Chromebook,AMD 3015Ce,4,32,eMMC,11.6,No,327
"Lenovo 100e Intel Celeron N4020/4GB/128GB SSD/11.6""",New,Lenovo,BD,100e,Intel Celeron,4,128,SSD,11.6,No,310.84
"Lenovo 14w Gen 2 AMD 3015e/4GB/128GB SSD/14""",New,Lenovo,BE,14w,AMD 3015e,4,128,SSD,14,No,461
"Lenovo IdeaPad 1 14ADA7 AMD 3020e/4GB/128GB eMMC/14""",New,Lenovo,BF,IdeaPad,AMD 3020e,4,128,eMMC,14,No,435
"Lenovo IdeaPad 1 14ADA7 AMD 3020e/4GB/256GB SSD/14""",New,Lenovo,BG,IdeaPad,AMD 3020e,4,256,SSD,14,No,422
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 5 3500U/8 GB/512GB SSD/15.6""",New,Lenovo,BH,IdeaPad,AMD Ryzen 5,8,512,SSD,15.6,No,554
"Lenovo IdeaPad 1 15ALC7 AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",New,Lenovo,BI,IdeaPad,AMD Ryzen 7,8,512,SSD,15.6,No,867
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6"" Azul",New,Lenovo,BJ,IdeaPad,AMD Ryzen 5,8,512,SSD,15.6,No,531.34
